time,cell,A,B,C
112,0,0.639486,0.217138,0.143388
112,1,0.426313,0.0695128,0.170836
112,2,0.213157,0.107573,0.0126015
113,0,0.636938,0.217703,0.14537
113,1,0.424615,0.0693745,0.172673
113,2,0.212307,0.108221,0.0128025
114,0,0.634401,0.218254,0.147357
114,1,0.422923,0.0692331,0.174506
114,2,0.211461,0.108865,0.0130047
115,0,0.631874,0.218789,0.149349
115,1,0.421238,0.0690888,0.176335
115,2,0.210619,0.109504,0.0132081
116,0,0.629356,0.21931,0.151346
116,1,0.419559,0.0689417,0.17816
116,2,0.20978,0.110138,0.0134127
117,0,0.626848,0.219816,0.153348
117,1,0.417888,0.0687919,0.179982
117,2,0.208944,0.110768,0.0136184
118,0,0.624351,0.220307,0.155354
118,1,0.416223,0.0686395,0.181799
118,2,0.208112,0.111394,0.0138253
119,0,0.621864,0.220784,0.157364
119,1,0.414565,0.0684845,0.183612
119,2,0.207282,0.112015,0.0140334
120,0,0.619387,0.221247,0.159379
120,1,0.412913,0.0683271,0.185421
120,2,0.206456,0.112632,0.0142426
121,0,0.616919,0.221696,0.161397
121,1,0.411268,0.0681673,0.187226
121,2,0.205634,0.113244,0.0144529
122,0,0.614462,0.222131,0.16342
122,1,0.409629,0.0680053,0.189027
122,2,0.204815,0.113852,0.0146644
123,0,0.612013,0.222553,0.165446
123,1,0.407997,0.0678411,0.190823
123,2,0.203998,0.114455,0.0148769
124,0,0.609573,0.222961,0.167477
124,1,0.406372,0.0676747,0.192615
124,2,0.203186,0.115054,0.0150906
125,0,0.607145,0.223356,0.16951
125,1,0.404752,0.0675064,0.194402
125,2,0.202376,0.115649,0.0153054
126,0,0.604727,0.223738,0.171547
126,1,0.40314,0.0673361,0.196185
126,2,0.20157,0.116239,0.0155213
127,0,0.602318,0.224106,0.173588
127,1,0.401534,0.067164,0.197963
127,2,0.200767,0.116825,0.0157383
128,0,0.599918,0.224462,0.175632
128,1,0.399933,0.0669901,0.199737
128,2,0.199967,0.117407,0.0159564
129,0,0.597527,0.224805,0.177679
129,1,0.398341,0.0668144,0.201506
129,2,0.19917,0.117985,0.0161755
130,0,0.595146,0.225136,0.179729
130,1,0.396754,0.0666371,0.20327
130,2,0.198377,0.118558,0.0163957
131,0,0.592775,0.225454,0.181782
131,1,0.395174,0.0664582,0.20503
131,2,0.197587,0.119127,0.016617
132,0,0.590412,0.22576,0.183837
132,1,0.393599,0.0662778,0.206785
132,2,0.1968,0.119692,0.0168393
133,0,0.58806,0.226054,0.185896
133,1,0.392031,0.0660959,0.208535
133,2,0.196016,0.120253,0.0170627
134,0,0.585718,0.226336,0.187956
134,1,0.390469,0.0659127,0.21028
134,2,0.195235,0.120809,0.0172871
135,0,0.583384,0.226606,0.19002
135,1,0.388913,0.0657281,0.21202
135,2,0.194456,0.121362,0.0175125
136,0,0.58106,0.226865,0.192085
136,1,0.387363,0.0655422,0.213755
136,2,0.193682,0.12191,0.0177389
137,0,0.578745,0.227112,0.194153
137,1,0.385819,0.0653551,0.215486
137,2,0.19291,0.122454,0.0179664
138,0,0.576439,0.227348,0.196223
138,1,0.384283,0.0651668,0.217211
138,2,0.192141,0.122994,0.0181948
139,0,0.574142,0.227572,0.198296
139,1,0.382752,0.0649774,0.218932
139,2,0.191376,0.12353,0.0184242
140,0,0.571856,0.227785,0.20037
140,1,0.381227,0.064787,0.220647
140,2,0.190614,0.124062,0.0186547
141,0,0.569576,0.227988,0.202446
141,1,0.379709,0.0645956,0.222357
141,2,0.189854,0.12459,0.0188861
142,0,0.567307,0.228179,0.204523
142,1,0.378196,0.0644032,0.224062
142,2,0.189098,0.125114,0.0191185
143,0,0.565046,0.22836,0.206603
143,1,0.37669,0.0642099,0.225762
143,2,0.188345,0.125634,0.0193518
144,0,0.562796,0.228531,0.208683
144,1,0.375189,0.0640157,0.227457
144,2,0.187595,0.12615,0.0195861
145,0,0.560553,0.228691,0.210766
145,1,0.373695,0.0638207,0.229147
145,2,0.186848,0.126663,0.0198214
146,0,0.558319,0.22884,0.212849
